index,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,4.89
1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98 kmpl,998 CC,66.1 bhp,5,,3.49
1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,7.08
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,6.75
1660,Honda City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,,2.99
1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.35
1662,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.65
1663,Maruti Wagon R LXI,Delhi,2012,45631,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5,4.59 Lakh,2.74
1664,Honda Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.5
1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.76
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,5,,2.35
1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65
1671,Maruti Swift VXI,Coimbatore,2016,18094,Petrol,Manual,Second,18.6 kmpl,1197 CC,85.8 bhp,5,,6.26
1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.8
1675,Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.25
1676,Maruti Swift Dzire ZXi,Kochi,2014,49386,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.86
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 Lakh,4.9
1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.7 Lakh,3.22
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.25
1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.53
1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5,,2.25
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.99 kmpl,2494 CC,100 bhp,8,,8
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,,8.37
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,2015,61738,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.39
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.62 Lakh,6.03
1694,Hyundai i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.96
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.6
1697,Honda Brio V MT,Mumbai,2013,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.25
1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.25
1704,Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,9.44 Lakh,7.8
1705,Hyundai i10 Era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.7
1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4
1709,Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.44
1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.2
1711,Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,0.9
1712,Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.95
1713,Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,4,,0.44
1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.75
1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5,,2.5
1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,11.69 Lakh,5
1718,Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.6
1719,Toyota Etios G Safety,Kochi,2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,,3.99
1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.64
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12
1722,Tata Indica V2 DLS TC,Kolkata,2008,133000,Diesel,Manual,First,16.8 kmpl,1405 CC,62 bhp,5,,0.7
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,7.55
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.26 kmpl,1150 CC,74.9 bhp,5,,0.99
1729,Nissan Sunny XL,Chennai,2016,90000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5,,6.2
1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.4
1731,Ford Figo Diesel Titanium,Kolkata,2012,60000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.1
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,5,,2.2
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,8.34
1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.8
1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.3
1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.04
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,5.7
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,8.48
1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.74 Lakh,2.75
1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8
1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.85
1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,3.85
1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.74
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,2.62
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5,,2.4
1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,4.98 Lakh,4.25
1756,Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,,2.7
1757,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63 kmpl,1198 CC,67 bhp,5,,2.99
1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.4
1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.85
1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4
1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,2.9
1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.95
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,,2.75
1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.1
1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.75
1771,Maruti Ritz ZXi,Mumbai,2014,59451,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.69
1772,Maruti Swift VDI,Hyderabad,2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.45
1773,Honda WRV i-VTEC VX,Kochi,2018,15135,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.57 Lakh,9.29
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5,,4
1775,Honda Amaze E i-Vtech,Kolkata,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,2.9
1782,Maruti Swift VDI,Pune,2012,75000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.35
1783,Maruti Wagon R VXI AMT,Coimbatore,2017,37832,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,6.33 Lakh,5.23
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2016,43041,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,6.01
1785,Honda Amaze VX i-DTEC,Hyderabad,2014,97236,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.4
1787,Ford Figo Petrol Titanium,Delhi,2011,65000,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,,2.4
1788,Volkswagen Ameo 1.2 MPI Trendline,Kochi,2018,46007,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,5.71
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,2015,65925,Diesel,Manual,Second,22.7 kmpl,1498 CC,89.84 bhp,5,,5.49
1790,Honda City 1.3 EXI,Pune,2004,73500,Petrol,Manual,Second,13.0 kmpl,1343 CC,90 bhp,5,,1.3
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,2017,31184,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.4 Lakh,5
1794,Maruti Dzire AMT ZDI Plus,Pune,2017,41747,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,11.26 Lakh,9
1795,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.22
1796,Volkswagen Polo Petrol Highline 1.2L,Pune,2012,19030,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.8
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,2019,20877,Petrol,Manual,First,18.16 kmpl,1197 CC,78.9 bhp,5,7.59 Lakh,7.27
1798,Maruti Swift VXI,Mumbai,2016,23555,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7 Lakh,5.1
1800,Maruti Wagon R VXI,Pune,2013,61000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.9
1801,Tata Nano Lx BSIV,Kochi,2012,4187,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,4,,1.38
1805,Tata Bolt Quadrajet XE,Hyderabad,2017,40000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,7.43 Lakh,5.25
1806,Hyundai EON D Lite Plus,Kolkata,2013,36000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.95
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,2013,62162,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,8.31
1810,Hyundai Xcent 1.1 CRDi S,Pune,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,5.5
1813,Hyundai i20 Sportz Petrol,Mumbai,2010,73000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,2.75
1815,Ford Figo Diesel Titanium,Hyderabad,2015,36000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,4.95
1816,Hyundai i20 1.2 Magna Executive,Kochi,2019,27339,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.27
1818,Hyundai Grand i10 Asta,Kolkata,2014,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.5
1820,Maruti Swift Dzire ZXi,Kolkata,2015,27000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.45
1821,Hyundai i20 Magna,Kolkata,2012,37000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.65
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2017,10500,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5,,4.7
1825,Maruti Vitara Brezza VDi Option,Coimbatore,2017,71256,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,9.58
1829,Hyundai i20 Magna 1.4 CRDi,Pune,2015,29000,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,,7
1832,Hyundai i20 1.2 Magna,Jaipur,2011,82000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,,2.7
1833,Honda Brio S MT,Mumbai,2012,70000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,,2.5
1834,Nissan Evalia 2013 XL,Hyderabad,2013,166194,Diesel,Manual,First,19.3 kmpl,1461 CC,84.8 bhp,7,,3.9
1835,Volkswagen Polo Petrol Trendline 1.2L,Delhi,2015,58000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.95
1836,Hyundai i10 Sportz 1.2,Chennai,2010,77000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1
1838,Hyundai i10 Era,Hyderabad,2007,70000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2
1839,Maruti Ertiga VDI,Delhi,2014,79870,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,5.35
1840,Honda Amaze S i-Dtech,Delhi,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.8
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,46493,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.32 Lakh,5.53
1843,Hyundai i10 Sportz 1.2,Pune,2009,68000,Petrol,Manual,Third,20.36 kmpl,1197 CC,78.9 bhp,5,,1.95
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,2017,2000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,,8.2
1845,Honda City 1.3 EXI,Pune,1999,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,,0.9
1849,Chevrolet Aveo 1.4 LT,Mumbai,2011,57000,Petrol,Manual,Second,14.49 kmpl,1399 CC,92.7 bhp,5,,2.1
1850,Hyundai i10 Era 1.1,Chennai,2008,85445,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2
1851,Hyundai Xcent 1.1 CRDi Base,Delhi,2015,54000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,3.7
1852,Maruti Celerio VXI AT,Mumbai,2014,53000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.8
1853,Hyundai i10 Sportz,Jaipur,2014,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.25
1854,Renault Duster 85PS Diesel RxL,Coimbatore,2015,65668,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.53
1856,Hyundai Grand i10 Sportz,Kolkata,2018,1800,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.1
1858,Chevrolet Spark 1.0 LS,Pune,2009,44200,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,,1.6
1865,Maruti Ritz LDi,Delhi,2014,32805,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.6
1867,Honda City i DTEC SV,Kochi,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,7.52
1872,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.71 Lakh,2.9
1873,Maruti Ciaz ZXi,Delhi,2017,17000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,7.65
1874,Maruti Ciaz VDi Plus SHVS,Delhi,2016,66000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,6.4
1876,Maruti Swift Dzire VXI,Kolkata,2014,48800,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.25
1878,Tata Indica V2 eLX,Pune,2017,8200,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,,4.4
1879,Hyundai i20 Magna,Jaipur,2012,100000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,3.25
1880,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,,2.8
1881,Chevrolet Enjoy 1.3 TCDi LS 8,Kolkata,2015,50000,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8,,4.3
1882,Ford Fiesta 1.4 Duratorq EXI,Chennai,2006,89327,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5,,1.55
1884,Honda Jazz 1.2 VX i VTEC,Kochi,2017,24700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,7.07
1886,Hyundai Grand i10 1.2 Kappa Sportz,Delhi,2018,9434,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.71 Lakh,5.75
1887,Maruti Ritz VXi,Mumbai,2012,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.25
1890,Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.95
1891,Maruti Swift Ldi BSIV,Delhi,2014,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,3.75
1894,Hyundai EON D Lite Plus,Kolkata,2014,26008,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,1.97
1895,Ford Figo Diesel EXI,Jaipur,2010,90000,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,1.4
1896,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2018,35569,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,8.68 Lakh,7.27
1897,Renault Scala Diesel RxL,Kolkata,2013,40000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,4
1898,Honda Jazz 1.2 V i VTEC,Kolkata,2015,45000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,4.75
1899,Hyundai i20 1.2 Sportz,Delhi,2015,42000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,5.1
1903,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,,1.6
1905,Maruti Ciaz 1.4 Zeta,Kochi,2018,15982,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,9.96
1906,Maruti Swift ZDi,Hyderabad,2013,99595,Diesel,Manual,Second,22.9 kmpl,1248 CC,74 bhp,5,,4.75
1907,Toyota Qualis FS B3,Bangalore,2002,63000,Diesel,Manual,Third,13.1 kmpl,2446 CC,75 bhp,10,,3.65
1912,Maruti Omni E MPI STD BS IV,Mumbai,2013,11734,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.25
1915,Honda Jazz 1.5 S i DTEC,Coimbatore,2016,45449,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,7.48
1917,Honda City 1.5 EXI,Jaipur,2005,88000,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,,,1.7
1919,Maruti Swift Dzire VXI,Mumbai,2012,88000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,3.85
1920,Maruti Dzire VDI,Delhi,2016,45376,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.58 Lakh,5.75
1922,Chevrolet Beat LT,Kochi,2012,83381,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,2.21
1923,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,12.67 Lakh,8.09
1927,Hyundai i10 Magna AT,Mumbai,2009,21000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.6
1931,Hyundai i10 Magna,Kolkata,2012,58235,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.45
1932,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,26000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,11.89 Lakh,8.99
1934,Maruti Dzire ZDI Plus,Jaipur,2017,24000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.48 Lakh,8.2
1936,Hyundai i20 Asta 1.4 CRDi,Coimbatore,2016,44487,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,7.3
1937,Maruti Alto LXi,Chennai,2008,65000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.59
1938,Hyundai i10 Magna,Delhi,2015,34951,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,3.15
1940,Skoda Fabia 1.2L Diesel Classic,Hyderabad,2010,66285,Diesel,Manual,First,19.5 kmpl,1199 CC,75 bhp,5,,3
1942,Honda Jazz 1.5 S i DTEC,Hyderabad,2016,43000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,7.75
1946,Maruti Swift VDI,Coimbatore,2014,83274,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.79
1949,Tata Sumo EX,Bangalore,2014,66000,Diesel,Manual,First,15.3 kmpl,2956 CC,83.8 bhp,7,,4.45
1950,Hyundai i20 Magna,Delhi,2012,54000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,3.3
1951,Fiat Linea 1.3 Dynamic,Jaipur,2009,80000,Diesel,Manual,Second,20.4 kmpl,1248 CC,91.2 bhp,5,,1.75
1956,Hyundai i20 1.4 CRDi Magna,Hyderabad,2011,75000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,3.75
1957,Honda Mobilio S i DTEC,Kochi,2015,50624,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,,6.32
1960,Hyundai i10 Sportz 1.2,Mumbai,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1
1961,Maruti Vitara Brezza ZDi,Hyderabad,2016,41372,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.02 Lakh,9.3
1964,Maruti Alto LXi BSIII,Hyderabad,2006,71993,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.8
1966,Maruti Swift LDI,Delhi,2015,51000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.74
1967,Hyundai Grand i10 Sportz,Kochi,2016,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.43
1970,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,30453,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,8.45
1971,Ford Figo 1.2P Titanium MT,Pune,2016,54000,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,5
1973,Maruti Swift Dzire VXI,Hyderabad,2012,65097,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.7
1976,Maruti Wagon R LXI Minor,Jaipur,2009,111000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5,,1.51
1978,Maruti Ciaz VXi Plus,Mumbai,2015,35770,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,5.95
1983,Maruti Celerio VXI,Chennai,2014,41123,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.4
1987,Maruti Swift Dzire Tour LDI,Pune,2018,12000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.5
1989,Hyundai i20 1.4 CRDi Magna,Hyderabad,2012,71360,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,,3.95
